customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,churned,tenure_group
3522-CDKHF,Female,0,True,False,32,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.5,2324.7,No,0,25-36
1430-SFQSA,Male,0,False,False,29,False,No,DSL,True,False,False,True,False,False,One year,False,Mailed check,35.6,1072.6,No,0,25-36
0411-EZJZE,Female,0,False,False,3,True,True,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,60.25,170.5,No,0,0-12
7851-WZEKY,Female,0,False,False,2,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.15,196.9,Yes,1,0-12
8844-TONUD,Male,0,True,True,13,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Mailed check,96.65,1162.85,Yes,1,13-24
8807-ARQET,Female,0,False,False,41,False,No,DSL,False,True,False,False,False,True,Month-to-month,True,Electronic check,40.35,1677.85,No,0,37-48
8992-CEUEN,Female,0,False,False,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Electronic check,18.85,18.85,No,0,0-12
4320-QMLLA,Male,0,False,False,7,True,False,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,54.85,370.4,No,0,0-12
8777-PVYGU,Female,0,True,False,52,True,False,DSL,True,False,True,False,True,False,One year,True,Mailed check,64.3,3410.6,No,0,49-60
8292-ITGYJ,Female,0,True,True,45,True,True,No,No,No,No,No,No,No,Two year,True,Bank transfer (automatic),24.65,1138.8,No,0,37-48
6870-ZWMNX,Male,0,True,False,70,True,True,DSL,False,True,True,True,True,False,Two year,False,Credit card (automatic),76.1,5264.25,No,0,61-72
0621-CXBKL,Female,0,False,False,53,True,False,No,No,No,No,No,No,No,Two year,False,Mailed check,18.7,1005.7,No,0,49-60
5268-DSMNQ,Female,1,True,False,62,True,True,Fiber optic,False,True,True,False,True,False,One year,True,Credit card (automatic),97.95,5936.55,No,0,61-72
5334-JLAXU,Female,0,True,False,60,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.1,5475.9,No,0,49-60
4086-YQSNZ,Female,1,True,False,3,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.4,224.05,Yes,1,0-12
6242-MBHPK,Female,1,True,False,23,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,95.1,2326.05,No,0,13-24
5868-CZJDR,Male,0,False,True,1,False,No,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,31.35,31.35,Yes,1,0-12
9359-UGBTK,Female,0,False,False,67,True,False,DSL,True,False,True,True,False,True,One year,True,Bank transfer (automatic),72.35,4991.5,No,0,61-72
0135-NMXAP,Female,0,False,False,12,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.75,1052.4,Yes,1,0-12
4782-OSFXZ,Female,1,True,False,71,True,True,DSL,True,True,True,True,False,True,Two year,True,Bank transfer (automatic),82.7,5831.2,No,0,61-72
6479-OAUSD,Male,0,False,False,25,True,False,No,No,No,No,No,No,No,One year,False,Credit card (automatic),19.9,510.8,No,0,25-36
7129-ACFOG,Female,0,False,False,5,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,53.8,283.95,No,0,0-12
4189-NAKJS,Male,0,False,False,26,True,True,DSL,False,False,False,False,False,False,One year,True,Credit card (automatic),51.55,1295.4,No,0,25-36
5562-BETPV,Male,0,True,True,1,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,19.65,19.65,No,0,0-12
1282-IHQAC,Male,1,False,False,70,False,No,DSL,False,True,True,False,True,False,One year,True,Credit card (automatic),44.05,3011.65,No,0,61-72
9127-FHJBZ,Male,0,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,114.0,8093.15,No,0,61-72
6270-OMFIW,Male,0,True,False,60,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Electronic check,94.4,5610.25,Yes,1,49-60
1641-RQDAY,Female,1,True,True,32,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.4,3217.65,No,0,25-36
0107-WESLM,Male,0,False,False,1,True,False,No,No,No,No,No,No,No,Month-to-month,True,Electronic check,19.85,19.85,Yes,1,0-12
6994-ORCWG,Female,0,False,False,14,True,True,DSL,False,True,False,False,False,False,One year,True,Mailed check,54.25,773.2,No,0,13-24
1346-UFHAX,Female,0,False,False,13,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Credit card (automatic),80.0,1029.35,No,0,13-24
3992-YWPKO,Female,0,False,False,6,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Credit card (automatic),109.9,669.45,Yes,1,0-12
2933-XEUJM,Female,0,False,False,46,True,True,DSL,True,False,True,False,True,True,Two year,False,Mailed check,79.2,3593.8,No,0,37-48
0125-LZQXK,Male,0,False,False,15,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,101.35,1553.95,Yes,1,13-24
5461-QKNTN,Male,1,True,False,43,True,True,Fiber optic,False,True,False,True,True,False,Month-to-month,True,Electronic check,94.3,3953.15,No,0,37-48
4835-YSJMR,Male,0,False,False,39,True,False,DSL,False,False,False,True,False,False,Two year,True,Bank transfer (automatic),49.8,1971.15,No,0,37-48
8399-YNDCH,Male,1,False,False,21,True,False,DSL,False,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),60.05,1236.15,Yes,1,13-24
3164-YAXFY,Male,0,False,False,57,False,No,DSL,True,False,True,False,True,True,Month-to-month,True,Electronic check,53.75,3196.0,No,0,49-60
0887-WBJVH,Female,0,True,False,53,True,False,Fiber optic,False,False,False,True,True,True,One year,True,Electronic check,93.45,4872.2,No,0,49-60
4660-IRIBM,Male,0,True,True,18,True,False,Fiber optic,True,False,True,False,True,False,Month-to-month,True,Mailed check,87.9,1500.5,No,0,13-24
5673-FSSMF,Female,0,False,False,1,True,True,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,60.15,60.15,Yes,1,0-12
7670-ZBPOQ,Female,0,True,False,58,True,True,DSL,True,False,False,True,False,False,One year,True,Bank transfer (automatic),61.05,3478.75,No,0,49-60
8089-UZWLX,Female,1,False,False,71,True,True,Fiber optic,False,False,True,False,True,True,Two year,False,Bank transfer (automatic),104.05,7413.55,No,0,61-72
0080-OROZO,Female,0,False,False,35,True,False,Fiber optic,False,False,True,True,True,True,One year,True,Electronic check,99.25,3532.0,No,0,25-36
3916-NRPAP,Male,0,False,False,3,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,False,Credit card (automatic),85.7,256.75,No,0,0-12
6807-SIWJI,Male,0,False,False,38,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,104.85,3887.25,No,0,37-48
8221-HVAYI,Male,0,True,True,35,True,True,DSL,True,True,True,True,False,False,Two year,True,Credit card (automatic),69.15,2490.15,No,0,25-36
1579-KLYDT,Male,0,False,False,7,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,90.45,593.45,Yes,1,0-12
5232-NXPAY,Female,0,False,False,47,True,False,DSL,False,False,True,True,True,True,Two year,False,Mailed check,74.45,3510.3,No,0,37-48
8967-SZQAS,Female,0,False,False,14,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,50.45,765.45,No,0,13-24
4468-KAZHE,Female,1,True,False,20,True,False,DSL,False,True,False,False,False,True,Month-to-month,True,Electronic check,60.0,1259.35,No,0,13-24
0455-ENTCR,Male,0,True,False,66,True,True,DSL,True,True,False,True,True,True,Two year,False,Electronic check,85.25,5538.35,No,0,61-72
8944-AILEF,Male,0,True,False,15,True,False,No,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),19.45,340.85,No,0,13-24
5542-NKVRU,Female,0,False,False,42,True,False,No,No,No,No,No,No,No,Two year,True,Bank transfer (automatic),20.75,844.45,No,0,37-48
7126-RBHSD,Female,0,True,False,17,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,78.9,1348.95,No,0,13-24
5370-IIVVL,Male,0,False,False,37,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Credit card (automatic),104.5,3778.0,No,0,37-48
6789-HJBWG,Female,0,False,False,12,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Electronic check,49.4,611.65,No,0,0-12
3927-NLNRY,Male,0,True,False,53,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Bank transfer (automatic),94.25,4867.95,Yes,1,49-60
9087-EYCPR,Female,0,False,False,60,True,True,No,No,No,No,No,No,No,Two year,False,Mailed check,25.0,1505.05,No,0,49-60
6791-YBNAK,Male,0,True,True,18,False,No,DSL,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),25.55,467.85,No,0,13-24
6358-LYNGM,Male,0,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.9,74.9,Yes,1,0-12
6077-BDPXA,Female,0,False,False,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.15,194.2,No,0,0-12
0013-MHZWF,Female,0,False,True,9,True,False,DSL,False,False,False,True,True,True,Month-to-month,True,Credit card (automatic),69.4,571.45,No,0,0-12
5494-HECPR,Female,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.25,80.25,Yes,1,0-12
8268-YDIXR,Male,0,True,False,56,True,True,Fiber optic,True,True,True,False,False,False,One year,True,Electronic check,93.15,5253.95,No,0,49-60
9824-BEMCV,Male,0,True,True,17,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.0,1149.65,Yes,1,13-24
1373-ORVIZ,Female,0,True,True,11,True,True,DSL,False,False,False,True,False,True,Month-to-month,True,Electronic check,66.35,740.8,Yes,1,0-12
4291-SHSBH,Male,0,False,False,7,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.55,521.35,No,0,0-12
6980-IMXXE,Female,0,True,True,69,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),20.2,1412.65,No,0,61-72
9866-QEVEE,Male,0,False,False,19,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),86.0,1532.45,Yes,1,13-24
9897-KXHCM,Female,0,True,True,3,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.3,250.05,Yes,1,0-12
0040-HALCW,Male,0,True,True,54,True,False,No,No,No,No,No,No,No,Two year,False,Credit card (automatic),20.4,1090.6,No,0,49-60
0784-GTUUK,Male,0,True,False,62,True,True,No,No,No,No,No,No,No,One year,True,Credit card (automatic),23.75,1446.8,No,0,61-72
7979-CORPM,Male,0,False,False,24,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Credit card (automatic),90.55,2282.55,Yes,1,13-24
2294-DMMUS,Female,0,True,True,62,True,True,DSL,False,False,False,False,True,True,Month-to-month,True,Credit card (automatic),70.45,4300.45,No,0,61-72
0872-JCPIB,Male,0,False,False,17,True,True,DSL,True,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),65.75,1111.2,No,0,13-24
3055-MJDSB,Male,0,False,False,9,False,No,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,24.6,190.1,No,0,0-12
9091-WTUUY,Male,0,True,True,64,True,False,DSL,True,False,True,True,True,False,Two year,False,Mailed check,69.25,4447.75,No,0,61-72
1618-CFHME,Female,0,False,False,2,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.9,143.35,Yes,1,0-12
3165-HDOEW,Male,0,True,True,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.85,45.85,Yes,1,0-12
6581-NQCBA,Female,0,True,False,16,False,No,DSL,False,False,False,True,True,True,Month-to-month,True,Electronic check,49.95,810.2,Yes,1,13-24
7115-IRDHS,Female,0,True,False,72,True,True,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),24.65,1830.05,No,0,61-72
8496-DMZUK,Male,0,False,False,30,True,True,Fiber optic,True,True,True,False,False,False,One year,False,Bank transfer (automatic),90.4,2820.65,No,0,25-36
2040-VZIKE,Female,0,True,False,49,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Mailed check,100.85,4847.35,No,0,49-60
9068-VPWQQ,Male,0,True,False,61,True,True,DSL,True,False,True,True,False,True,Two year,False,Credit card (automatic),75.35,4729.3,No,0,61-72
0178-SZBHO,Male,0,True,True,47,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,False,Electronic check,87.2,4017.45,No,0,37-48
0384-RVBPI,Male,0,False,False,20,True,False,DSL,True,False,True,False,False,True,Month-to-month,False,Credit card (automatic),64.4,1398.6,No,0,13-24
1689-MRZQR,Male,0,True,True,34,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,78.3,2564.3,Yes,1,25-36
1299-AURJA,Female,0,True,True,70,True,True,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),24.7,1685.9,No,0,61-72
4525-VZCZG,Male,0,False,True,54,True,False,Fiber optic,True,True,False,True,True,True,One year,True,Electronic check,105.85,5826.65,No,0,49-60
1543-LLLFT,Male,1,True,False,61,True,True,Fiber optic,False,True,True,True,True,False,One year,True,Mailed check,98.3,6066.55,No,0,61-72
5835-BEQEU,Male,0,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.95,228.4,Yes,1,0-12
2788-CJQAQ,Male,0,False,False,13,True,False,No,No,No,No,No,No,No,One year,False,Mailed check,19.45,270.2,No,0,13-24
5565-FILXA,Female,1,False,False,16,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,96.15,1529.2,Yes,1,13-24
0319-QZTCO,Female,0,True,True,3,True,False,DSL,False,True,False,False,True,False,Month-to-month,True,Credit card (automatic),58.7,168.6,No,0,0-12
2120-SMPEX,Male,0,False,False,25,True,False,No,No,No,No,No,No,No,Month-to-month,True,Mailed check,20.15,536.35,No,0,25-36
0096-FCPUF,Male,0,False,False,30,True,True,DSL,True,False,False,False,False,True,Month-to-month,True,Mailed check,64.5,1888.45,No,0,25-36
0668-OGMHD,Female,0,True,False,21,False,No,DSL,True,False,False,False,False,False,Month-to-month,False,Electronic check,28.5,629.35,No,0,13-24
5552-ZNFSJ,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.3,45.3,Yes,1,0-12
2223-KAGMX,Female,0,False,False,15,True,False,No,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),19.4,289.3,Yes,1,13-24
6507-ZJSUR,Male,1,True,False,23,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.45,2117.25,No,0,13-24
9408-HRXRK,Female,0,True,True,45,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Electronic check,105.15,4730.9,No,0,37-48
5593-SUAOO,Female,0,True,True,24,True,True,Fiber optic,False,True,True,False,False,False,One year,False,Bank transfer (automatic),83.15,2033.05,No,0,13-24
7321-PKUYW,Female,0,False,False,11,True,True,Fiber optic,False,False,False,True,True,False,Month-to-month,False,Electronic check,90.15,987.95,Yes,1,0-12
2833-SLKDQ,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.05,45.05,Yes,1,0-12
6766-HFKLA,Female,0,True,False,56,True,True,Fiber optic,False,False,True,True,True,True,Two year,False,Bank transfer (automatic),103.2,5744.35,No,0,49-60
7595-EUIVN,Female,0,False,False,1,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Electronic check,75.8,75.8,Yes,1,0-12
7617-EYGLW,Male,0,False,False,1,True,False,No,No,No,No,No,No,No,Month-to-month,False,Electronic check,19.45,19.45,No,0,0-12
2026-TGDHM,Female,0,False,False,7,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.3,523.15,Yes,1,0-12
9220-ZNKJI,Female,1,True,False,55,True,False,Fiber optic,False,False,True,True,True,False,Two year,False,Credit card (automatic),88.8,4805.3,No,0,49-60
4030-VPZBD,Female,0,False,False,2,False,No,DSL,False,False,False,True,False,False,Month-to-month,True,Electronic check,30.9,59.05,Yes,1,0-12
2226-ICFDO,Female,0,True,True,72,True,True,DSL,True,False,True,True,True,True,Two year,True,Credit card (automatic),85.9,6110.75,No,0,61-72
0723-VSOBE,Female,1,False,False,45,False,No,DSL,False,False,False,False,False,True,One year,False,Electronic check,34.2,1596.6,No,0,37-48
5529-GIBVH,Female,0,False,False,47,True,False,No,No,No,No,No,No,No,Two year,False,Mailed check,20.15,1046.2,No,0,37-48
4187-CINZD,Female,1,False,False,46,True,False,Fiber optic,False,True,False,False,True,True,One year,False,Credit card (automatic),95.25,4424.2,Yes,1,37-48
9992-UJOEL,Male,0,False,False,2,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,50.3,92.75,No,0,0-12
4741-WWJQZ,Female,0,True,False,2,True,False,Fiber optic,True,False,False,True,False,False,Month-to-month,True,Electronic check,80.15,194.55,No,0,0-12
6625-UTXEW,Female,0,True,False,12,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Electronic check,51.25,612.1,No,0,0-12
6818-WOBHJ,Female,1,True,False,68,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Bank transfer (automatic),89.6,6127.6,Yes,1,61-72
6244-BESBM,Male,0,True,True,69,True,False,Fiber optic,False,False,False,True,True,True,Two year,True,Credit card (automatic),95.2,6671.7,No,0,61-72
1004-NOZNR,Male,1,False,True,56,True,False,Fiber optic,True,False,False,False,True,True,One year,False,Credit card (automatic),94.8,5264.3,No,0,49-60
1251-STYSZ,Female,1,False,False,4,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,80.25,303.7,No,0,0-12
2612-PHGOX,Male,0,True,False,64,True,True,DSL,False,True,True,True,True,False,Two year,True,Bank transfer (automatic),76.1,4818.8,No,0,61-72
2408-TZMJL,Male,0,True,False,59,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,110.15,6448.05,Yes,1,49-60
8480-PPONV,Male,0,True,True,62,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),115.55,7159.05,No,0,61-72
8780-IHCRN,Male,0,True,True,63,True,True,No,No,No,No,No,No,No,Two year,False,Credit card (automatic),24.65,1574.5,No,0,61-72
4598-ZADCK,Female,0,False,False,53,False,No,DSL,True,True,True,True,True,False,One year,True,Electronic check,53.6,2879.2,No,0,49-60
1257-SXUXQ,Male,0,True,True,5,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,19.45,86.05,No,0,0-12
9681-KYGYB,Male,1,True,False,49,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,True,Electronic check,88.2,4159.45,No,0,49-60
7182-OVLBJ,Female,0,True,True,62,True,True,Fiber optic,True,False,False,False,True,True,Two year,True,Bank transfer (automatic),101.15,6638.35,No,0,61-72
5095-ETBRJ,Female,0,True,False,55,True,False,DSL,True,True,False,True,False,False,Two year,False,Mailed check,56.8,3112.05,No,0,49-60
7005-CYUIL,Female,1,True,False,71,True,False,Fiber optic,True,True,True,True,True,False,Two year,True,Electronic check,99.4,7168.25,No,0,61-72
4821-WQOYN,Female,0,True,True,72,True,False,No,No,No,No,No,No,No,Two year,True,Credit card (automatic),20.1,1326.25,No,0,61-72
4730-AWNAU,Male,0,True,True,36,False,No,DSL,True,False,True,True,True,True,One year,False,Credit card (automatic),60.7,2234.55,No,0,25-36
3452-FLHYD,Male,0,True,False,25,True,False,No,No,No,No,No,No,No,One year,True,Bank transfer (automatic),20.95,495.15,No,0,25-36
2388-LAESQ,Female,1,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.85,8317.95,No,0,61-72
9531-NSBMR,Female,0,False,False,36,True,False,No,No,No,No,No,No,No,One year,True,Bank transfer (automatic),19.25,679.8,No,0,25-36
6260-ONULR,Male,0,False,False,1,True,False,DSL,False,False,False,False,True,True,Month-to-month,True,Mailed check,62.8,62.8,No,0,0-12
4389-UEFCZ,Female,0,True,False,72,True,True,Fiber optic,True,False,True,False,True,True,Two year,True,Electronic check,105.5,7544.0,No,0,61-72
8711-LOBKY,Male,0,True,True,59,True,False,No,No,No,No,No,No,No,Two year,False,Mailed check,19.85,1188.25,No,0,49-60
9134-CEQMF,Male,1,True,False,7,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.5,676.7,Yes,1,0-12
8985-OOPOS,Female,0,False,False,1,True,False,DSL,False,False,True,True,True,True,One year,False,Credit card (automatic),74.1,74.1,No,0,0-12
8800-ZKRFW,Female,0,True,True,30,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,107.5,3242.5,No,0,25-36
2616-FLVQC,Male,0,False,False,64,True,False,No,No,No,No,No,No,No,Two year,False,Mailed check,19.55,1240.15,No,0,61-72
9968-FFVVH,Male,0,False,False,63,True,True,DSL,True,True,True,True,False,False,One year,False,Bank transfer (automatic),68.8,4111.35,No,0,61-72
3108-PCCGG,Male,1,True,False,72,True,True,DSL,True,True,True,False,True,True,Two year,False,Credit card (automatic),84.45,5899.85,No,0,61-72
7993-PYKOF,Male,0,True,False,8,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,75.0,632.95,Yes,1,0-12
8390-FESFV,Female,0,False,False,62,True,True,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),84.5,5193.2,No,0,61-72
3022-BEXHZ,Male,0,True,True,67,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),111.2,7530.8,No,0,61-72
5027-XWQHA,Male,0,False,False,6,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.75,270.95,Yes,1,0-12
6248-TKCQV,Female,0,True,True,70,True,True,DSL,True,False,False,True,True,True,Two year,True,Bank transfer (automatic),80.6,5460.2,No,0,61-72
6729-GDNGC,Female,1,False,False,20,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Bank transfer (automatic),80.7,1614.2,No,0,13-24
6198-ZFIOJ,Female,0,False,False,5,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.6,402.5,No,0,0-12
5989-OMNJE,Female,0,True,True,24,False,No,DSL,True,True,True,False,True,True,One year,False,Electronic check,57.6,1367.75,No,0,13-24
4566-QVRRW,Female,0,True,False,11,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,44.05,483.7,Yes,1,0-12
1291-CUOCY,Male,0,True,False,72,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Credit card (automatic),110.6,7962.2,No,0,61-72
9795-SHUHB,Female,0,True,True,66,True,False,DSL,True,True,False,True,False,False,Two year,True,Credit card (automatic),58.2,3810.8,No,0,61-72
3230-IUALN,Female,0,True,True,45,True,False,DSL,True,False,True,True,True,True,Two year,True,Mailed check,81.0,3533.6,No,0,37-48
0042-RLHYP,Female,0,True,True,69,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),19.7,1396.9,No,0,61-72
8519-IMDHU,Male,1,True,False,15,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),85.6,1345.55,Yes,1,13-24
4945-RVMTE,Female,0,False,False,28,True,False,DSL,False,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),59.55,1646.45,No,0,25-36
0201-OAMXR,Female,0,False,False,70,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Credit card (automatic),115.55,8127.6,Yes,1,61-72
1866-NXPSP,Female,0,False,False,36,True,False,DSL,True,True,True,True,False,True,One year,True,Mailed check,75.55,2680.15,No,0,25-36
3372-KWFBM,Male,1,False,False,16,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,86.6,1281.0,Yes,1,13-24
7831-QGOXH,Female,0,False,False,18,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.2,1553.9,Yes,1,13-24
6393-WRYZE,Female,0,True,False,34,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,97.65,3207.55,Yes,1,25-36
3941-XTSKM,Male,0,True,True,42,False,No,DSL,False,True,True,False,False,True,One year,True,Credit card (automatic),45.1,2049.05,No,0,37-48
1661-CZBAU,Male,0,False,False,48,True,True,DSL,True,False,False,True,False,True,One year,True,Bank transfer (automatic),70.95,3629.2,No,0,37-48
6599-RCLCJ,Male,0,True,False,47,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,109.55,5124.55,Yes,1,37-48
9831-BPFRI,Female,0,True,True,39,True,True,Fiber optic,False,True,True,True,False,False,One year,True,Electronic check,89.55,3474.45,Yes,1,37-48
5158-RIVOP,Female,0,True,True,11,True,False,No,No,No,No,No,No,No,Two year,False,Credit card (automatic),20.9,202.3,No,0,0-12
9788-YTFGE,Male,0,False,False,7,True,False,No,No,No,No,No,No,No,Month-to-month,True,Mailed check,19.95,147.5,No,0,0-12
9277-JOOMO,Female,0,False,False,3,True,True,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,24.6,86.35,No,0,0-12
1907-YLNYW,Male,0,False,False,8,True,False,DSL,True,False,True,False,False,True,Month-to-month,True,Electronic check,66.7,579.0,No,0,0-12
1725-MIMXW,Male,0,False,True,1,True,False,No,No,No,No,No,No,No,Month-to-month,True,Mailed check,19.45,19.45,Yes,1,0-12
8947-YRTDV,Male,0,True,True,32,True,False,Fiber optic,True,True,True,False,False,True,One year,False,Mailed check,94.8,3131.55,No,0,25-36
3161-ONRWK,Male,0,True,True,60,True,False,DSL,True,True,True,True,False,False,One year,True,Bank transfer (automatic),65.85,3928.3,No,0,49-60
0114-RSRRW,Female,0,True,False,10,True,False,No,No,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),19.95,187.75,No,0,0-12
4565-NLZBV,Female,0,True,False,71,True,True,No,No,No,No,No,No,No,Two year,True,Bank transfer (automatic),24.65,1710.15,No,0,61-72
0031-PVLZI,Female,0,True,True,4,True,False,No,No,No,No,No,No,No,Month-to-month,False,Mailed check,20.35,76.35,Yes,1,0-12
7206-GZCDC,Female,1,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.25,69.25,Yes,1,0-12
6682-VCIXC,Female,0,True,True,43,False,No,DSL,True,True,False,True,True,False,One year,True,Bank transfer (automatic),51.25,2151.6,No,0,37-48
4791-QRGMF,Male,0,True,False,59,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),99.5,5961.1,Yes,1,49-60
6475-VHUIZ,Female,0,True,False,23,True,False,DSL,False,False,True,True,False,False,Month-to-month,False,Electronic check,54.25,1221.55,No,0,13-24
3910-MRQOY,Female,0,True,False,72,True,False,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),19.4,1496.45,No,0,61-72
0661-WCQNQ,Male,0,True,False,22,True,False,DSL,True,False,False,True,False,False,One year,True,Credit card (automatic),56.25,1292.2,No,0,13-24
7537-RBWEA,Female,0,False,False,1,False,No,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,25.15,25.15,No,0,0-12
4656-CAURT,Male,0,False,False,69,True,True,No,No,No,No,No,No,No,Two year,False,Bank transfer (automatic),23.95,1713.1,No,0,61-72
0121-SNYRK,Male,0,False,False,50,False,No,DSL,True,False,False,True,False,False,One year,True,Mailed check,35.4,1748.9,No,0,49-60
